product_code,product_name_ro,pid_category,size_length,size_width,size_thickness,size_diameter,size_height,size_alloy,size_type,um1,um2,um1_to_um2,product_name_en,um_base,is_active,additional_info,cu_debitare,aliaj,densitate,size_roll_weight
1260820302F152030200,TABLA  ALUMINIU 6082 T651  30 MM,{27},,,30,,,EN AW 6082 T651,,KG,BUC,1,AL. PLATES 6082 T651 30X1520X3020 MM ,KG,y,,y,6082,,
24040040030600061500,TEAVA PATRATA ALU 40x40x3x6000 MM 6060  T6,{33},6000,40,3,,,EN AW 6060 T6,,KG,ML,1.1988,ALU SQUARE TUBES 40X40X3X6000 MM 500-3297 6060 T6,KG,y,,n,,,
12010150125025001540,TABLA ALUMINIU 1050 H24  1.5x1250x2500  MM,{19},2500,1250,1.5,,,EN AW 1050 H24,,KG,BUC,12.6563,"AL. SHEETS 1050 H24 1,5X1250X2500 MM",KG,y,,n,,,
1250830402F152030200,TABLA ALUMINIU 5083 H111  40 MM,{27},,,40,,,EN AW 5083 H111,,KG,BUC,1,ALU PLATES 5083 H111 40X1520X3020 MM ,KG,y,,y,5083,,
12608202000152030200,TABLA  ALUMINIU 6082 T651  20 MM,{27},,,20,,,EN AW 6082 T651,,KG,BUC,1,ALU PLATES 6082 20X15205x3020 MM BOTH SIDE PROT.FOIL,KG,y,,y,6082,,
120PP702102015703048,TABLA ALUMINIU DE PRECIZIE 7021 20 MM,{25},,,20,,,7021,,KG,BUC,1,PREC. MACH. CAST AL PLATE 7021 20 MM,KG,y,,y,PP7021,,
42101501000200000240,TABLA CUPRU CU-DHP R240 1/2 T 1.5X1000X2000 MM,{67},2000,1000,1.5,,,CU-DHP R240,,KG,BUC,26.82,COPPER SHEETS CU-DHP R240 1.5X1000X2000 MM,KG,y,,n,,,
48003040000003002140,BARA BRONZ D304 MM  CUSN12-C-GC,{7},3000,,,304,,CUSN12,,KG,ML,645.6644,BRONZE BARS 304X3000 MM CUSN12 C-GC,KG,y,,y,,,
1250830152F152030200,TABLA ALUMINIU 5083 H111  15 MM,{27},,,15,,,EN AW 5083 H111,,KG,BUC,1,ALU PLATES 5083H111 15X1520X3020 MM BOTH SIDE PROT.FOIL,KG,y,,y,5083,,
120PP50830501540304G,TABLA ALUMINIU DE PRECIZIE 5083 50 MM,{25},,,50,,,5083,,KG,BUC,1,PREC. MACH. CAST AL PLATE 5083 50 MM,KG,y,,y,PP5083,,
24050030020600061500,TEAVA RECTANG. ALU 50X30x2x6000 MM 6060  T6,{32},6000,50,2,,30,EN AW 6060 T6,,KG,ML,0.8208,ALU RECT. TUBES 50X30X2X6000 MM 6060 T6,KG,y,,n,,,
120PP50830301540304G,TABLA ALUMINIU DE PRECIZIE 5083 30 MM,{25},,,30,,,5083,,KG,BUC,1,PREC. MACH. CAST AL PLATE 5083 30 MM,KG,y,,y,PP5083,,
11010801000500105540,BANDA  AL 1050 H24 0.8X1000 MM  ~500 KG,{18},,1000,0.8,,,EN AW 1050 H24,,KG,M2,2.17,"AL. COILS 1050 H24 0,8X1000 MM 500KG",KG,y,,n,,,100
37000201004003000240,BARA LATA ALAMA 20X10X3000 MM CUZN39PB3,{60},3000,20,10,,,CUZN39PB3,,KG,ML,1.692,BRASS FLAT BARS 20X10X3000 MM CUZN39PB3,KG,y,,n,,,
24015015015600061500,TEAVA PATRATA ALU 15x15x1.5x6000 MM 6060  T6,{33},6000,15,1.5,,,EN AW 6060 T6,,KG,ML,0.2187,"ALU SQUARE TUBES 15X15X1,5X6000 MM 6060 T6",KG,y,,n,,,
25020001506000061500,TEAVA ALU D 20X1.5X6000 MM 6060 T6,{34},6000,,1.5,20,,EN AW 6060 T6,,KG,ML,0.2353,ALU ROUND TUBES 20X1.5X6000 MM 6060 T6,KG,y,,n,,,
1250830752F152030200,TABLA ALUMINIU 5083 H111  75 MM,{27},,,75,,,EN AW 5083 H111,,KG,BUC,1,ALU PLATES 5083 H111 75X1520X3020 MM,KG,y,,y,5083,,
12010300150030001540,TABLA ALUMINIU 1050 H24  3x1500x3000 MM,{19},3000,1500,3,,,EN AW 1050 H24,,KG,BUC,36.45,"AL. SHEETS 1050 H24 3,0X1500X3000 MM",KG,y,,n,,,
21030030030600061500,CORNIER ALU  30X30X3X6000 MM 6060  T6,{29},6000,30,3,,30,EN AW 6060 T6,,KG,ML,0.4617,ALU L PROFILES 30X30X3X6000 MM 6060 T6,KG,y,,n,,,
46000400003003000440,BARA PATRATA CUPRU 40X40X4000 MM CU-ETP R250,{10},4000,40,,,,CU-ETP R250,,KG,ML,14.304,COPPER SQUARE BARS CU-ETP R250 40X40X4000 MM,KG,y,,n,,,
120PP508300515203020,TABLA ALUMINIU DE PRECIZIE  5083 5 MM,{25},,,5,,,5083,,KG,BUC,1,PREC. MACH. CAST AL PLATE 5083 5 MM,KG,y,,y,PP5083,,
22030030020600061500,PROFIL ALU T 30X30X2X6000 MM 6060  T6,{30},6000,30,2,,30,EN AW 6060 T6,,KG,ML,0.3132,ALU T PROFILES 30X30X2X6000 MM 6060 T6,KG,y,,n,,,
25020002006000061500,TEAVA ALU D 20X2X6000 MM  6060 T6,{34},6000,,2,20,,EN AW 6060 T6,,KG,ML,0.3052,ALU ROUND TUBES 20X2X6000 MM 6060 T6,KG,y,,n,,,
21030020020600061500,CORNIER ALU 30X20X2X6000 MM 6060 T6,{29},6000,30,2,,20,EN AW 6060 T6,,KG,ML,0.2592,ALU L PROFILES 30X20X2X6000 MM 6060 T6,KG,y,,n,,,
46000300004004000440,BARA PATRATA CUPRU 30X30X4000 MM CU-ETP R250,{10},4000,30,,,,CU-ETP R250,,KG,ML,8.046,COPPER SQUARE BARS 30X30X4000 MM CU-ETP R250,KG,y,,n,,,
1250830602F152030200,TABLA ALUMINIU 5083 H111  60 MM,{27},,,60,,,EN AW 5083 H111,,KG,BUC,1,ALU PLATES 5083 H111 60X1520X3020 MM,KG,y,,y,5083,,
1250830802F152030200,TABLA ALUMINIU 5083 H111  80 MM,{27},,,80,,,EN AW 5083 H111,,KG,BUC,1,ALU PLATES 5083 H111 80X1520X3020 MM,KG,y,,y,5083,,
21050030030600061500,CORNIER ALU 50X30X3X6000 MM 6060  T6,{29},6000,50,3,,30,EN AW 6060 T6,,KG,ML,0.6237,ALU L PROFILES 50X30X3X6000 MM 6060 T6,KG,y,,n,,,
12508310000152030200,TABLA ALUMINIU 5083 H111  100 MM,{27},,,100,,,EN AW 5083 H111,,KG,BUC,1,AL. SHEETS 5083 H111 100X1520X3020 MM,KG,y,,y,5083,,
24100100040600061500,TEAVA PATRATA ALU 100x100x4x6000 MM 6060  T6,{33},6000,100,4,,,EN AW 6060 T6,,KG,ML,4.1472,ALU SQUARE TUBES 100X100X4X6000 MM 6060 T6,KG,y,,n,,,
12010040100020001540,TABLA ALUMINIU 1050 H24 0.4X1000X2000 MM,{19},2000,1000,0.4,,,EN AW 1050 H24,,KG,BUC,2.16,"AL. SHEETS 1050 H24 0,4X1000X2000 MM",KG,y,,n,,,
12910150150030001560,TABLA AL STRIATA 1050 H244 1.5x1500x3000 MM,{22},3000,1500,1.5,,,EN AW 1050 H244,,KG,BUC,21,AL. TREAD SHEETS QUINTETT 1050 H244 1.5X1500X3000 MM,KG,y,,n,,,
1260820182F102020200,TABLA  ALUMINIU 6082 T651  18 MM,{27},,,18,,,EN AW 6082 T651,,KG,BUC,1,ALU PLATES 6082 18X1020X2020 MM BOTH SIDE PROT.FOIL,KG,y,,y,6082,,
12606102700152030200,TABLA ALUMINIU 6061 T651 27 MM,{27},,,27,,,EN AW 6061 T651,,KG,BUC,1,AL. PLATES 27X1520X3020 MM 6061 T651 ,KG,y,,y,6061,,
120PP702107015203020,TABLA ALUMINIU DE PRECIZIE 7021 70 MM,{25},,,70,,,7021,,KG,BUC,1,PREC. MACH. CAST AL PLATE 7021 70 MM,KG,y,,y,PP7021,,
12910300125025001560,TABLA AL STRIATA 1050 H244 3x1250x2500 MM,{22},2500,1250,3,,,EN AW 1050 H244,,KG,BUC,27.2,AL. TREAD SHEETS QUINTETT 1050 H244 3X1250X2500 MM,KG,y,,n,,,
1270750252F152030200,TABLA  ALUMINIU 7075  T651 25 MM,{27},,,25,,,EN AW 7075 T651,,KG,BUC,1,ALU PLATES 7075 T651 25X1520X3020 MM ,KG,y,,y,7075,,
24060030020600061500,TEAVA RECTANG. ALU 60x30x2x6000 MM 6060  T6,{32},6000,60,2,,30,EN AW 6060 T6,,KG,ML,0.9288,ALU RECT. TUBES 60X30X2X6000 MM 6060 T6,KG,y,,n,,,
12910200125025001560,TABLA AL STRIATA 1050 H244 2x1250x2500 MM,{22},2500,1250,2,,,EN AW 1050 H244,,KG,BUC,18.9,AL. TREAD SHEETS QUINTETT 1050 H244 2X1250X2500 MM,KG,y,,n,,,
47000400050040001140,BARA LATA CUPRU CU-ETP 1/2 T 40X5X4000 MM R=1,{12},4000,40,5,,,CU-ETP R250,,KG,ML,1.788,COPPER FLAT BARS 40X5X4000 MM CU-ETP R250,KG,y,,n,,,
36000090006003000240,BARA HEXAG ALAMA 9X3000 MM CUZN39PB3 R430,{58},3000,,,,9,CUZN39PB3 R430,,KG,ML,0.5934,BRASS HEXAG BARS CUZN39PB3 R500 9X3000 MM,KG,y,,n,,,
42108001000200000440,TABLA CUPRU CU-ETP R240 1/2 T8X1000X2000 MM,{67},2000,1000,8,,,CU-ETP R240,,KG,BUC,143.04,COPPER PLATE CU-ETP R240 8X1000X2000 MM,KG,y,,n,,,
120PP50830121540304G,TABLA ALUMINIU DE PRECIZIE 5083 12 MM,{25},,,12,,,5083,,KG,BUC,1,PREC. MACH. CAST AL PLATE 5083 12 MM,KG,y,,y,PP5083,,
26110000003000023500,BARA ALU D 110X3000 MM 2007 T4,{36},3000,,,110,,EN AW 2007 T4,,KG,ML,27.0707,ALU ROUND BARS 110X3000 MM 2007 T4,KG,y,,y,,2.7,
1270750152F15203020G,TABLA  ALUMINIU 7075  T651 FREZAT+FOLIAT 15 MM,{25},,,15,,,7075,,KG,BUC,1,AL PLATES PREC MACH 7075 T651 15X1520X3020 MM,KG,y,,y,7075F,,
24050030030600061500,TEAVA RECTANG. ALU 50X30X3X6000 MM 6060  T6,{32},6000,50,3,,30,EN AW 6060 T6,,KG,ML,1.1988,ALU RECT. TUBES 50X30X3X6000 MM 6060 T6,KG,y,,n,,,
24080040030600061500,TEAVA RECTANG. ALU 80x40x3x6000 MM 6060  T6,{32},6000,80,3,,40,EN AW 6060 T6,,KG,ML,1.8468,ALU RECT. TUBES 80X40X3X6000 MM 6060 T6,KG,y,,n,,,
32200401000200000140,TABLA ALAMA CUZN37 R350 0.4X1000X2000 MM,{54},2000,1000,0.4,,,CUZN37 R350,,KG,BUC,6.776,BRASS SHEETS CUZN37 R350 0.4X1000X2000 MM,KG,y,,n,,,
12910150125025001560,TABLA AL STRIATA 1050 H244 1.5x1250x2500 MM,{22},2500,1250,1.5,,,EN AW 1050 H244,,KG,BUC,15,AL. TREAD SHEETS QUINTETT 1050 H244 1.5X1250X2500 MM,KG,y,,n,,,
48000510000003002040,BARA BRONZ D51X3000 MM CUSN7ZN4PB7-C-GC,{7},3000,,,51,,CUSN7ZN4PB7-C-GC,,KG,ML,18.1719,BRONZE ROUND BARS D51X3000 MM CUSN7ZN4PB7-C,KG,y,,y,,,
24100050020600061500,TEAVA RECTANG. ALU 100X50X2X6000 MM 6060  T6,{32},6000,100,2,,50,EN AW 6060 T6,,KG,ML,1.5768,ALU RECT. TUBES 100X50X2X6000 MM 6060 T6,KG,y,,n,,,
12910300100020001560,TABLA  AL STRIATA 1050 H244 3x1000x2000 MM,{22},2000,1000,3,,,EN AW 1050 H244,,KG,BUC,17.6,AL. TREAD SHEETS QUINTETT 1050 H244 3X1000X2000 MM,KG,y,,n,,,
12050300150030001320,TABLA ALUMINIU 5754  H22  3x1500x3000 MM,{19},3000,1500,3,,,EN AW 5754 H22,,KG,BUC,35.91,"AL. SHEETS 5754 H22 3,0X1500X3000 MM",KG,y,,n,,,
12950300125025001300,TABLA AL STRIATA 5754  H114 3x1250x2500 MM,{22},2500,1250,3,,,EN AW 5754 H114,,KG,BUC,27.2,AL. TREAD SHEETS QUINTETT 5457 H114 3X1250X2500 MM,KG,y,,n,,,
12950300100020001300,TABLA AL STRIATA 5754 H114 3X1000X2000 MM,{22},2000,1000,3,,,EN AW 5754 H114,,KG,BUC,17.2,AL. TREAD SHEETS QUINTETT 5754 H114 3X1000X2000 MM,KG,y,,n,,,
12010400150030001540,TABLA ALUMINIU 1050 H24  4x1500x3000 MM,{19},3000,1500,4,,,EN AW 1050 H24,,KG,BUC,48.6,"AL. SHEETS 1050 H24 4,0X1500X3000 MM",KG,y,,n,,,
48001220000003002140,BARA BRONZ D122X3000 MM CUSN12,{7},3000,,,122,,CUSN12,,KG,ML,103.9871,BRONZE ROUND BARS D122X3000 MM CUSN12-C-GC,KG,y,,y,,,
42102501000200000440,TABLA CUPRU CU-ETP R240 1/2 T 2.5X1000X2000 MM,{67},2000,1000,2.5,,,CU-ETP R240,,KG,BUC,44.7,COPPER SHEETS CU-ETP R240 2.5X1000X2000 MM,KG,y,,n,,,
46000500000003000440,BARA CUPRU D50X3000 MM CU-ETP R250,{8},3000,,,50,,CU-ETP R250,,KG,ML,17.5448,COPPER ROUND BARS CU-ETP R250 D50X3000 MM,KG,y,,y,,,
48000410000003002140,BARA BRONZ D41X3000 MM CUSN12,{7},3000,,,41,,CUSN12,,KG,ML,11.7443,BRONZE ROUND BARS D41X3000 MM CUSN12-C,KG,y,,y,,,
12050100100020001300,TABLA ALUMINIU 5754 H111 1X1000X2000 MM,{19},2000,1000,1,,,EN AW 5754 H111,,KG,BUC,5.32,AL SHEETS 5754 H111 1X1000X2000 MM,KG,y,,n,,,
12950500100020001300,TABLA AL STRIATA 5754  H114 5x1000x2000 MM,{22},2000,1000,5,,,EN AW 5754 H114,,KG,BUC,28,AL. TREAD SHEETS QUINTETT 5754 H114 5X1000X2000 MM,KG,y,,n,,,
23040040020600061500,PROFIL ALU U 40X40X40X2X6000 MM 6060  T6,{31},6000,40,2,,40,EN AW 6060 T6,,KG,ML,0.6264,ALU  U PROFILES 40X40X40X2X6000 MM 6060 T6,KG,y,,n,,,
12050100150030001320,TABLA ALUMINIU 5754  H22 1x1500x3000 MM,{19},3000,1500,1,,,EN AW 5754 H22,,KG,BUC,11.97,"AL. SHEETS 5754 H22 1,0X1500X3000 MM",KG,y,,n,,,
36000500004003000240,BARA PATRATA ALAMA  50X50X3000 MM CUZN39PB3 R360,{59},3000,50,,,,CUZN39PB3 R360,,KG,ML,21.15,BRASS SQUARE BARS 50X50X3000 MM CUZN39PB3 R360 ,KG,y,,n,,,
24040030020600061500,TEAVA RECTANG. ALU 40x30x2x6000 MM 6060  T6,{32},6000,40,2,,30,EN AW 6060 T6,,KG,ML,0.7128,ALU RECT. TUBES 40X30X2X6000 MM 6060 T6,KG,y,,n,,,
12050400150030001320,TABLA ALUMINIU 5754 H22 4X1500X3000 MM,{19},3000,1500,4,,,EN AW 5754 H22,,KG,BUC,47.88,"AL. SHEETS 5754 H22 4,0X1500X3000 MM",KG,y,,n,,,
12050400150030001300,TABLA ALUMINIU 5754 H111 4x1500x3000 MM,{19},3000,1500,4,,,EN AW 5754 H111,,KG,BUC,47.88,ALU SHEETS 4X1500X3000 MM 5754 H111,KG,y,,n,,,
26060000403000063600,BARA PATRATA ALU 60X60X3000 MM 6082 T6,{38},3000,60,,,,EN AW 6082 T6,,KG,ML,9.72,ALU SQUARE BARS 60X60X3000 MM 6082 T6,KG,y,,n,,2.7,
36000230000003000240,BARA ALAMA D23X3000MM CUZN39PB3 R430,{56},3000,,,23,,CUZN39PB3 R430,,KG,,1,BRASS ROUND BARS D23X3000 MM CUZN39PB3 R430 ,KG,y,,y,,,
11011001000500105540,BANDA AL 1050 H24 1X1000 MM  ~500 KG,{18},,1000,1,,,EN AW 1050 H24,,KG,M2,2.71,"AL. COILS 1050 H24 1,0X1000 MM 500KG",KG,y,,n,,,500
18110055010000000000,BANDA TITAN-ZINC ELZINC NATURAL 0.55x1000 MM 30 ML/RULOU,{70},,1000,0.55,,,,NATURAL,KG,M2,3.96,TITAN-ZINC COILS 0.55X1000 MM NATURAL 30 M/COIL,KG,y,30,n,,3.2,
18110060100000000000,BANDA TITAN-ZINC ELZINC NATURAL 0.60X1000 MM  20ML/RULOU,{70},,1000,0.6,,,,NATURAL,KG,M2,4.32,TITAN-ZINC COILS 0.6X1000 MM NATURAL 20 M/COIL,KG,y,20,n,,3.2,
18110065067000000000,BANDA TITAN-ZINC ELZINC NATURAL 0.65x670 MM 30 ML/RULOU,{70},,670,0.65,,,,NATURAL,KG,M2,4.68,TITAN-ZINC COILS 0.65X670 MM NATURAL 30 M/COIL,KG,y,30,n,,3.2,
11011001000500101240,BANDA AL 1050 H24 1X1000 MM 150KG - ISORULO,{18},,1000,1,,,EN AW 1050 H24,,KG,M2,2.71,"AL. COILS 1050 H24 1,0X1000 MM 150KG",KG,y,,n,,,100
12050400125025001320,TABLA ALUMINIU 5754 H22  4x1250x2500 MM,{19},2500,1250,4,,,EN AW 5754 H22,,KG,BUC,33.25,"AL. SHEETS 5754 H22 4,0X1250X2500 MM",KG,y,,n,,,
42101001000200000240,TABLA CUPRU CU-DHP R240 1/2 T 1X1000X2000 MM,{67},2000,1000,1,,,CU-DHP R240,,KG,BUC,17.88,COPPER SHEETS CU-DHP R240 1.0X1000X2000 MM,KG,y,,n,,,
36000130006003000240,BARA HEXAG ALAMA 13X3000 MM CUZN39PB3 R500,{58},3000,,,,13,CUZN39PB3 R500,,KG,ML,1.2382,HEXAGONAL BRASS BARS 13 X 3000 MM CUZN39PB3,KG,y,,n,,,
36000130006003000241,BARA HEXAG ALAMA 13X3000 MM CUZN39PB3 R430,{58},3000,,,,13,CUZN39PB3 R430,,KG,ML,1.2382,BRASS HEXAG BARS 13X3000 MM CUZN39PB3 R430,KG,y,,n,,,
37000400503003000240,BARA LATA ALAMA 40X5X3000 MM CUZN39PB3,{60},3000,40,5,,,CUZN39PB3,,KG,ML,1.692,BRASS FLAT BARS 40X5X4000 MM CUZN39PB3 F43,KG,y,,n,,,
42102001000200000440,TABLA CUPRU CU-ETP R240 1/2 T 2X1000X2000 MM,{67},2000,1000,2,,,CU-ETP R240,,KG,BUC,35.76,COPPER SHEETS CU-ETP R240 2.0X1000X2000 MM,KG,y,,n,,,
1260820852F152030200,TABLA  ALUMINIU 6082 T651  85 MM,{27},,,85,,,EN AW 6082 T651,,KG,BUC,1,AL PLATES 6802 85X1520X3020 MM,KG,y,,y,6082,,
36000160000003000240,BARA  ALAMA  D16X3000 MM CUZN39PB3 R430,{56},3000,,,16,,CUZN39PB3 R430,,KG,ML,1.7001,BRASS ROUND BARS D16X3000 MM CUZN39PB3 R430,KG,y,,y,,,
12010080100020001540,TABLA ALUMINIU  1050 H24  0.8x1000x2000 MM,{19},2000,1000,0.8,,,EN AW 1050 H24,,KG,BUC,4.32,"AL. SHEETS 1050 H24 0,8X1000X2000 MM",KG,y,,n,,,
21060060020600061500,CORNIER ALU  60X60X2X6000 MM 6060  T6,{29},6000,60,2,,60,EN AW 6060 T6,,KG,ML,0.6372,ALU L PROFILES 60X60X2X6000 MM 6060 T6,KG,y,,n,,,
21100100100600061500,CORNIER ALU 100X100X10X6000 MM 6060  T6,{29},6000,100,10,,100,EN AW 6060 T6,,KG,ML,5.13,ALU L PROFILES 100X100X10X6000 MM 6060 T6,KG,y,,n,,,
32201001000200000KME,TABLA ALAMA CUZN37 R350 1X1000X2000 MM,{54},2000,1000,1,,,CUZN37 R350,,KG,BUC,16.94,BRASS SHEETS CUZN37 R350 1X1000X2000 MM,KG,y,,n,,,
36000100006003000240,BARA HEXAG ALAMA 10X3000 MM CUZN39PB3 R430,{58},3000,,,,10,CUZN39PB3 R430,,KG,ML,0.7326,BRASS HEXAG BARS 10X3000 MM CUZN39PB3 R430 ,KG,y,,n,,,
12810060100020001540,TABLA AL STUCCO 1050 H24 0.6X1000X2000 MM,{21},2000,1000,0.6,,,EN AW 1050 H24,,KG,BUC,3.24,"AL. STUCCO SHEETS 1050 H24 0,6X1000X2000 MM",KG,y,,n,,,
23020020020600061500,PROFIL ALU U 20X20X20X2X6000 MM 6060  T6,{31},6000,20,2,,20,EN AW 6060 T6,,KG,ML,0.3024,ALU U PROFILES 20X20X20X2X6000 MM 6060 T6,KG,y,,n,,,
12010060100020001540,TABLA ALUMINIU 1050 H24 0.6x1000x2000 MM,{19},2000,1000,0.6,,,EN AW 1050 H24,,KG,BUC,3.24,"AL. SHEETS 1050 H24 0,6X1000X2000 MM",KG,y,,n,,,
12608200800152030200,TABLA  ALUMINIU 6082 T651 8 MM,{27},,,8,,,EN AW 6082 T651,,KG,BUC,1,AL. PLATES 6082 T651 8X1520X3020 MM 6082 2 SIDE PROT.FOILS,KG,y,,y,6082,,
12010300125025001540,TABLA ALUMINIU 1050 H24  3x1250x2500 MM,{19},2500,1250,3,,,EN AW 1050 H24,,KG,BUC,25.3125,"AL. SHEETS 1050 H24 3,0X1250X2500 MM",KG,y,,n,,,
36000250000003000240,BARA ALAMA D25X3000MM CUZN39PB3 R430,{56},3000,,,25,,CUZN39PB3 R430,,KG,ML,4.1507,BRASS ROUND BARS D25X3000 MM CUZN39PB3 R430,KG,y,,y,,,
46000600000004000440,BARA CUPRU D 60X4000 MM  CU-ETP R250,{8},4000,,,60,,CU-ETP R250,,KG,ML,25.2644,COPPER ROUND BARS D60X4000 MM CU-ETP R250 EXTRUDED,KG,y,,y,,,
23040040030600061500,PROFIL ALU U 40X40X40X3X6000 MM 6060  T6,{31},6000,40,3,,40,EN AW 6060 T6,,KG,ML,0.9234,ALU U PROFILES 40X40X40X3X6000 MM 6060 T6,KG,y,,n,,,
12707506000152030200,TABLA  ALUMINIU 7075  T651 60 MM,{27},,,60,,,EN AW 7075 T651,,KG,BUC,1,ALU PLATES 7075 T651 60X1520X3020 MM,KG,y,,y,7075,,
46000600000003000440,BARA CUPRU D 60X3000 MM  CU-ETP R250,{8},3000,,,60,,CU-ETP R250,,KG,ML,25.2644,COPPER ROUND BARS D60X3000 MM CU-ETP R250 ,KG,y,,y,,,
26025000003000072600,BARA ALU D 25X3000 MM 7075,{36},3000,,,25,,EN AW 7075 T6,,KG,ML,1.3738,ALU ROUND BARS 25X3000 MM 7075,KG,y,,y,,2.7,
11010601000500105540,BANDA  AL 1050 H24 0.6X1000 MM  ~ 500 KG,{18},,1000,0.6,,,EN AW 1050 H24,,KG,M2,1.63,"AL. COILS 1050 H24 0,6X1000 MM 500KG",KG,y,,n,,,500
24100020020600061509,TEAVA RECTANG. ALU  100X20X2X6000 MM 6060  T6,{32},6000,100,2,,20,EN AW 6060 T6,,KG,ML,1.2528,ALU RECT. TUBES 100X20X2X6000 MM 6060 T6,KG,y,,n,,,
36000240006003000240,BARA HEXAG ALAMA 24X3000 MM CUZN39PB3 R430,{58},3000,,,,24,CUZN39PB3 R430,,KG,ML,4.22,BRASS HEXAG BARS 24X3000 MM CUZN39PB3 R430,KG,y,,n,,,
12050600100020001300,TABLA ALUMINIU 5754  H111 6X1000X2000 MM,{19},2000,1000,6,,,EN AW 5754 H111,,KG,BUC,31.92,ALU SHEETS 6X1000X2000 MM 5754 H111,KG,y,,n,,,
717COLTAR33,COLTAR ZINC 33 ZINC 33,{0},,,,,,,,BUC,,0,,BUC,n,COLTAR ZINC 33 ZINC 33,n,,,
24030030020600061500,TEAVA PATRATA ALU 30x30x2x6000 MM 6060  T6,{33},6000,30,2,,,EN AW 6060 T6,,KG,ML,0.6048,ALU SQUARE TUBES 30X30X2X6000 MM 500-3295 6060 T6,KG,y,,n,,,
120PP50830401540304G,TABLA ALUMINIU DE PRECIZIE 5083 40 MM,{25},,,40,,,5083,,KG,BUC,1,PREC. MACH. CAST AL PLATE 5083 40 MM,KG,y,,y,PP5083,,
24080040020600061500,TEAVA RECTANG. ALU 80x40x2x6000 MM 6060  T6,{32},6000,80,2,,40,EN AW 6060 T6,,KG,ML,1.2528,ALU RECT. TUBES 80X40X2X6000 MM 6060 T6,KG,y,,n,,,
12050150200040001320,TABLA ALUMINIU 5754  H22 1.5x2000x4000 MM,{19},4000,2000,1.5,,,EN AW 5754 H22,,KG,BUC,31.92,AL. SHEETS 5754 H22 1.5X2000X4000 MM,KG,y,,n,,,
3600010000000300023G,BARA ALAMA D10X3000 MM CUZN39PB3 R430,{56},3000,,,10,,CUZN39PB3 R430,,KG,ML,0.6641,BRASS ROUND BARS D10X3000 MM CUZN39PB3 R430 ,KG,y,,y,,,
12050200100020001300,TABLA ALUMINIU 5754 H111 2X1000X2000 MM,{19},2000,1000,2,,,EN AW 5754 H111,,KG,BUC,10.64,AL. SHEETS 5754 H111 2X1000X2000 MM,KG,y,,n,,,
32202001000100000KME,TABLA ALAMA CUZN37 R350 2x1000x2000 MM,{54},2000,1000,2,,,CUZN37 R350,,KG,BUC,33.88,BRASS SHEETS CUZN37 R350 2X1000X2000 MM,KG,y,,n,,,
36000400000003000250,BARA  ALAMA D40X3000 MM CUZN39PB3 R360,{56},3000,,,40,,CUZN39PB3 R360,,KG,ML,10.6258,BRASS ROUND BARS D40X3000 MM CUZN39PB3 R360,KG,y,,y,,,
25030002006000061500,TEAVA ALU D 30X2X6000 MM  6060 T6,{34},6000,,2,30,,EN AW 6060 T6,,KG,ML,0.4748,ALU ROUND TUBES 30X2X6000 MM 6060 T6,KG,y,,n,,,
1260820502F152030200,TABLA  ALUMINIU 6082 T651  50 MM,{27},,,50,,,EN AW 6082 T651,,KG,BUC,1,ALU PLATES 6082 T651 50X1520X3020 MM,KG,y,,y,6082,,
1260820452F152030200,TABLA  ALUMINIU 6082 T651  45 MM,{27},,,45,,,EN AW 6082 T651,,KG,BUC,1,ALU PLATES 6082 T651 45X1520X3020 ,KG,y,,y,6082,,
12508300800127030200,TABLA ALUMINIU 5083 H111 8MM,{27},,,8,,,EN AW 5083 H111,,KG,BUC,1,AL. SHEETS 5083 H111 8.0X1520X3020 MM 2 SIDE PROT.FOIL,KG,y,,y,5083,,
12050150100020001320,TABLA  ALUMINIU 5754  H22 1.5X1000X2000 MM,{19},2000,1000,1.5,,,EN AW 5754 H22,,KG,BUC,7.98,"AL. SHEETS 5754  H221,5X1000X2000 MM",KG,y,,n,,,
48000260000003002040,BARA BRONZ D26X3000 MM CUSN7ZN4PB7-C-GC,{7},3000,,,26,,CUSN7ZN4PB7-C-GC,,KG,ML,4.7229,BRONZE ROUND BARS D26X3000 MM CUSN7ZN4PB7-C,KG,y,,y,,,
48001020000003002040,BARA BRONZ D102X3000 MM CUSN7ZN4PB7-C-GC,{7},3000,,,102,,CUSN7ZN4PB7-C-GC,,KG,ML,72.6875,BRONZE ROUND BARS D102X3000 MM CUSN7ZN4PB7-C,KG,y,,y,,,
46000080004003000440,BARA PATRATA CUPRU 8X8X3000 MM CU-ETP R250,{10},3000,8,,,,CU-ETP R250,,KG,ML,0.5722,COPPER SQUARE BARS CU-ETP 1/2 HARD 8X8X3000 MM,KG,y,,n,,,
36000320000003000240,BARA ALAMA D32X3000 MM CUZN39PB3 R360,{56},3000,,,32,,CUZN39PB3 R360,,KG,ML,6.8005,BRASS ROUND BARS CUZN39PB3 R360 D32X3000 MM,KG,y,,y,,,
120PT508314015203020,TABLA ALUMINIU TURNATA 5083 140 MM,{26},,,140,,,5083,,KG,BUC,1,CAST AL PLATE 5083 140 MM,KG,y,,y,PT5083,,
12050250100020001320,TABLA ALUMINIU 5754 H22 2.5X1000X2000 MM,{19},2000,1000,2.5,,,EN AW 5754 H22,,KG,BUC,13.3,"AL. SHEETS 5754 H22 2,5X1000X2000 MM",KG,y,,n,,,
